제목,리뷰,평점
어벤져스: 엔드게임,마블의 아름다운 마무리 ,10
돈,어쩌면 돈을 가지면 다른 중요한 걸 잃는다는 흔해빠진 그 말은 거짓말인 거 같다 꾸역꾸역 행복하다고 믿고 살라는 거짓말 ,8
청설,"그시절우리가... 타고 청설 넘어왔네요. 와~ 막 설레고 마음이 따뜻해지면서 가슴은 콩닥콩닥하고 그러네요^^ 이제 말할수없는비밀, 나의소녀시대 남은건가요? ",10
어벤져스: 엔드게임,좀 지루한감이 없지 않아 있었는데  안볼수는 없잖아요? ,8
돈,끝날때까지 잠안자면 돈준다 ,1
어벤져스: 엔드게임,4월 24일 너와 개봉날 봐서 행복했다 ,10
어벤져스: 엔드게임,마블과  어벤저스에 경배를 듭니다 ,10
어벤져스: 엔드게임,어벤저스가 끝났다니 믿겨지질 않는다 ,10
노무현과 바보들,노무현... 말해 무엇하리.하지만 이젠 비슷한 류의 다큐보다승화된 그 무언가를 보고 싶다. ,8
"나는 내일, 어제의 너와 만난다",구우오오우오우오우우우웃 ,10
콜 미 바이 유어 네임,너무나 아름다운 배경 음악 첫사랑 ,10
어벤져스: 엔드게임,그래서 너구리는 인형이었던거지?? ,10
어벤져스: 엔드게임,"지루하고 재미없다는 인간들은... 이전 마블 영화들 제대로 안봤거나, 스토리 이해 못하고 그냥 SF 히어로 영화로만 보려고 하는 것임. 이런 애들은 딱 뽀로로 봐야하는 수준임. ㅋㅋㅋ 마블의 거대한 세계관과 스토리를 이렇게 풀어내다니 정말 대단하다! ",10
어벤져스: 엔드게임,인피니티워는 마블히어로들 최초의 패배로 인한 두려움과 좌절이라면 엔드게임은 히어로들의 두려움을 극복함과 히어로의 삶이다. 11년의 마무리는 완벽했다. 다만 페미니즘 요소가 너무 뜬금없어서 8점을 남긴다. ,8
어벤져스: 엔드게임,끝나서아쉽다 항상 기대하고 고대했는데 어밴져스올편 보분이라면..  정말 감동임ㅎ ,10
어벤져스: 엔드게임,미운정 고운정 다든 내 사랑하는 친구가 떠나는 기분 ,10
어벤져스: 엔드게임,토르 뱃살 완전 실망였어요~^^ ,10
어벤져스: 엔드게임,진짜 3시간이 짧은 영화였다. ,10
어벤져스: 엔드게임,모든 영웅이 모인 올스타전.그리고 어벤져스 당신들은 MCU의 전설이자 수호자들 입니다 ,10
어벤져스: 엔드게임,진짜 때려부수는 영화보면서 울컥할줄은 몰랐다 너무재밌었어요 ,10
어벤져스: 엔드게임,고마워 내 학창시절 20대를 즐겁게 해줘서 ,10
어벤져스: 엔드게임,어벤져스 어셈블 장면에서 울었습니다...마블의 시작과 함께한 학창시절이 생각났어요 ㅠ ,10
어벤져스: 엔드게임,어벤져스 어셈블.... ,10
달마야 놀자,소재가 신선하고 따뜻한 영화. 특히 배우들 연기력 모두 완벽했음 ,9
미성년,진짜 웃기다. 김윤석 정말 재밌는 사람 ㅠㅜ ,10
내 이야기!!,재밌어요.타케오 멋져~^^ ,10
아바타,나같은 짠돌이가 극장에서만 3번봤다. 이건 진짜 인생영화다. 영화서에 한 획을 조낸 진하게 그은 작품이다. ,10
어벤져스: 엔드게임,많은 사람들이 고민한 흔적이 느껴진다. ,8
어벤져스: 엔드게임,앞으로 보실 분들을 위해 모든걸 함구하겠습니다.인생 no.1 영화!!!스포는 정말 하지마세요.. ,10
어벤져스: 엔드게임,재밌었다.인생영화로 추천한다 ,10
본 얼티메이텀,인생에 꼽는 수작영화중 하나 ,9
어벤져스: 엔드게임,집중하다보니 마지막대사 놓쳤네... ,10
어벤져스: 엔드게임,최고입니다 정말 인생 최고의 영화!! ,10
어벤져스: 엔드게임,1초라도 돈으로 살수 없다 ,10
어벤져스: 엔드게임,3000만큼 사랑했다ㅠㅠ너무 좋았지만 끝이라서 아쉬움이 너무크다ㅠㅠ ,10
어벤져스: 엔드게임,역시 마블~~극장에서 한번만 절대 볼수없는 영화! ,10
어벤져스: 엔드게임,인생의 3분1을함께한 소중한 영화를 슬프지만 멋지게 보내줄수있을거같다 ,10
어벤져스: 엔드게임,초반의 지루함이 후반에 납득가는 스토리 ,10
그 해 겨울은 따뜻했네,아픈과거와 이기적인 마음. 우리역사의 아픔의 한 부분을 돋보기처럼 들여다 본다. ,8
어벤져스: 엔드게임,하 진짜꿀잼이였음.. ㅠㅠㅠ ,10
안도 타다오,창조하며 공존하고 함께하는 건축 ,8
어벤져스: 엔드게임,아 미칭ㅠㅠ 개봉날 봤는데 집결씬 아직도 생각나고 소름돋음...눈물나 ,10
노팅 힐,두말 할 필요없이 최고였다 ,10
어벤져스: 엔드게임,진짜 보는 내내 소름돋았다 ㅠㅠ 악 너무 좋아 ,10
어벤져스: 엔드게임,개인적으로 전 스칼렛 위치(완다 막시모프)가 제일 간지 나더라구요 ^^  타노스를 제압 힐 정도로 ,10
어벤져스: 엔드게임,잘봤고요 새드 엔딩은 너무 아쉽. ,10
어벤져스: 엔드게임,진짜 양쪽 한판 붙을때 소오름 ,10
어벤져스: 엔드게임,"영화 보면서 역대급으로 전율 일으켰습니다. 마블 팬들에게는 최고의 마무리 선물이였습니다.  감사해요,  마블!!! ",10
어벤져스: 엔드게임,그냥 보세요...무슨말이 필요합니까... ,10
어벤져스: 엔드게임,이거는진짜 명작영화임 ,10
어벤져스: 엔드게임,"진짜 100번 보세요 ㅠㅠㅠ 세상아쉬워 세상 머싯어요 진짜 쵝오 사랑해여,?? ",10
어벤져스: 엔드게임,우리는 계속해서 나아갈 것입니다. ,10
어벤져스: 엔드게임,앤드게임 보기전에 전편 전부 보는거 추천함스토리 알면 더 재밌어요 ,10
어벤져스: 엔드게임,아이언맨 사랑합니다 ㅠㅠ ,10
어벤져스: 엔드게임,액션 신은 많이 없네료 ㅎㅎ 스토리가 좋아서 재밌게 봤어용 ,8
노팅 힐,아날로그감성싫다.. ,1
어벤져스: 엔드게임,진짜 너무 재미잇고 정말 기억에 오래남을 것같다ㅜㅜ  아이언맨♡ ,10
어벤져스: 엔드게임,아이언맨 3000만큼 사랑해 ,10
어벤져스: 엔드게임,제인 생 최고의 영화중에 하나라고 자신감있게 말할 수 있습니다. 마블 사랑해요~♡ ,10
어벤져스: 엔드게임,나의 10년의 마무리로 딱이야 ,10
어벤져스: 엔드게임,리얼 꿀잼 세시간 뚝딱 리얼 시간도둑 ,10
어벤져스: 엔드게임,엄청나요오오.... ,10
어벤져스: 엔드게임,아이언맨은 최고다 처음부터 마지막까지...가슴이먹먹하다 ,10
어벤져스: 엔드게임,마블 다 챙겨보지는못했지만 세시간이 지나가는 줄도 몰랐네요!만족스러운 !! ,10
어벤져스: 엔드게임,처음에 잤음...세명이나죽이다니 ,6
어벤져스: 엔드게임,내생애 최고의 영화입니다. ,10
어벤져스: 엔드게임,역시 MC 실망을 져버리지않아 ,10
어벤져스: 엔드게임,중간에 조금 지루하지만 재미있어요 ,8
어벤져스: 엔드게임,덕분에 행복한 시간이었습니다ㅠㅠ ,10
어벤져스: 엔드게임,보는 내내 진짜..짱 역시 마블 ,10
어벤져스: 엔드게임,역시 어벤져스아이엠 아이언맨 ,10
어벤져스: 엔드게임,타노스잡으러가자~! ,10
어벤져스: 엔드게임,"내 중학교, 고등학교, 대학교, 군대가기 직전의 모든 시간을 마치 인피니티 스톤이 있었던 시간대에 갔었던것처럼 각각의 영화 개봉당시의 나를 되돌아보는 그런 영화였습니다... 살면서 처음으로 극장에 같은영화 두 번 보러 가요... ",10
어벤져스: 엔드게임,지린다.... 어벤져스 어쌤블 ,10
헝거게임 : 판엠의 불꽃,I volunteer as tribute!! 캣니스가 이렇게 될 수 밖에 없는 상황과 혁명의 불꽃이 되는 과정이 잘 나오는 것 같아요 ,10
어벤져스: 엔드게임,개인적으로 기대를 너무 많이 하고 갔나봐요.. 저희 어머니는 초반에 졸았다고 하십니다.. 액션씬이 더 많을줄 알았는데 ㅠㅠ ,6
어벤져스: 엔드게임,각자의 스토리  멋진한타.그리고. .. ,10
어벤져스: 엔드게임,눈물 겨우 참았다.고마웠어~ ,10
어벤져스: 엔드게임,11년의 마무리 최고였어요두고두고 간직할게요 ,10
어벤져스: 엔드게임,꼭보셈... 두번보셈 ,10
어벤져스: 엔드게임,감동적이고 재밌습니다 ,10
어벤져스: 엔드게임,헤일 하이드라에서 빵터짐ㅋㅋㅋㅋ ,10
어벤져스: 엔드게임,재밋게봤어요. 마지막 ..  엔드게임 ,10
어벤져스: 엔드게임,내 인생 최고의영화입니다 ,10
어벤져스: 엔드게임,기대가 너무 컸다... 분위기상 재미없다고 할수있는 분위기도 아니고 영화의 루즈함과 참신함은 과거타노스가 미래로 오히려쳐들어온거..? 건틀릿없는타노스가 스칼렛한테 지는데 거기서부터 전투씬은 이미 노잼.. 그리고 건틀릿 손가락튕기는게 자기마음대로다돼; ,1
어벤져스: 엔드게임,잘봤어요!!! 뭉클! 감동!!?? ,10
어벤져스: 엔드게임,로다주 연기력 미쳤다 히어로 물이 내 인생 영화가 될줄이야 전투씬을 인피니티 워 처럼 좀더 밝게 설정 했더라면~ ,10
나를 미치게 하는 여자,신여성캐릭인줄알고봤는데 성격이상한여자였음..비추 ,2
노팅 힐,영화 내용 이상함 우우우우 ,1
어벤져스: 엔드게임,넘재밋어여 세시간 순삭 ,10
어벤져스: 엔드게임,무슨짓을 한거야 마블!!집에와서도 심장이 뛰자너!! ,10
프랑켄위니,학교얘들이 주인공남자하고 여자 제외하고는 으스스하게 생겨서 좀 무섭기도한데 갈수록 코믹캐릭터가 됩니다 감동도 있고 흑백이다보니 살짝 지루한것도 있지만 재미는 있어요 ,10
어벤져스: 엔드게임,내생에 최고의 영화입니다!! ,10
어벤져스: 엔드게임,재미와 감동....이제 어벤져스 시리즈가없으니..슬픕니다 ,10
어벤져스: 엔드게임,와...정말...역대급 ,10
돈,재미없습니다.. 정말 무슨내용인지도 모르겠고. 뜬구름 잡는 얘기만 가득하고. 결말도 어처구니 없고 ,2
어벤져스: 엔드게임,무조건 봐야하는 영화!!! ,10
어벤져스: 엔드게임,미쳣다라는 말밖에 안나옴 ,10
어벤져스: 엔드게임,1년 기다렸다가 보았는데 좋았습니다 ,8
리얼 스틸,진짜 마지막에 소리질렀다 . ,10
어벤져스: 엔드게임,3시간 금방 지나가네요 잔잔하네요 이번엔~ ,10
어벤져스: 엔드게임,3000만큼 사랑해. ,10
어벤져스: 엔드게임,진짜 후회 안 남는 영화 너무 좋다 ,10
어벤져스: 엔드게임,아주 잘봤습니다.최종결판을 맞이하여서 정말 많은 기억들이 넘쳐납니다. ,10
어벤져스: 엔드게임,처음 별점남긴다. 그래야만했다. ,10
내 남자의 아내도 좋아,이런 쓰레기제목으로  개봉된거 열일하는 우디옹도 알고 계시려나. 아~ 바르셀로나 ,9
어벤져스: 엔드게임,그냥.... 이건 그냥 봐야하는 영화다. 너무너무 멋있다. 이게 할리우드의 힘이다. 걸복동 엄복동이 쏟아지는 한국영화계에서는 백년이 지나도 나오지 못 할 영화다 ,10
어벤져스: 엔드게임,1세대 히어로들 안녕ㅠㅠ3000만큼 사랑훼 ,10
어벤져스: 엔드게임,"I am Iron man이 단어를 그렇게 들으니 되게 새롭습니다역시 마블이었고역시 아이언맨이었고역시 캡틴,토르등 수많은 영웅들 다웠습니다 ",10
어벤져스: 엔드게임,스칼렛 위치 진짜 간지 그 자체... ,10
어벤져스: 엔드게임,죽기전에 꼭 봐야 할 영화 ,10
어벤져스: 엔드게임,내 인생 영화이며 나의 오랜 여사친과 보고잊을수 없는 추억의 영화다 ,10
어벤져스: 엔드게임,마블영화 정말최고임 짱 ,10
어벤져스: 엔드게임,나의 아이언맨 영원히 잊지 못할 거예요 ,10
스타 이즈 본,모르고 본다면 가장 큰 반전은 주연 배우 일것이다. 알고 봐도 놀랍다 ,8
어벤져스: 엔드게임,치즈버거 먹고싶다.. ,10
흉폭,여러 가지 의미로 언빌리버블한 영화. ,4
어벤져스: 엔드게임,나의 11년이 주마등처럼 지나감 ,10
어벤져스: 엔드게임,마블 유니버스 1기의 완벽한 마무의리~ ㅠㅠ ,10
공작,지루한건 어쩔수 없네... ,4
어벤져스: 엔드게임,멋지네요 정말 아쉽네요 캡틴과 아이언맨.. ,10
어벤져스: 엔드게임,너무 재밌어서 한번 더 보ㅏ야겠습니다진짜 최고입니다 ㅋㅋ ?????????? ,10
어벤져스: 엔드게임,마블 사랑해요ㅠㅜㅜ♡♡♡ ,10
어벤져스: 엔드게임,삼천만큼 사랑해 진짜루.. ,10
어벤져스: 엔드게임,개꿀잼 스토리 좋고 볼거리도 많음 ,10
어벤져스: 엔드게임,3000만큼 재밌다!!! ,10
어벤져스: 엔드게임,이건 마블이다 엔드 와 새로운 시작을 알리는 영화 ,10
생일,선동 영화 어벤져스에 눌려라 ㅡㅡ 연평해전 천안함도 기억합시다 ,2
어벤져스: 엔드게임,이범백! 와칸다 포에버! ,10
어벤져스: 엔드게임,"나의 30대와 함께한 어벤져스 ,, 잘가라~ 평생 추억으로 간직할거같다 .이보다 완벽한 마무리가 없구나. ",10
극한직업,웃고 또 웃는..그냥 웃을 수 있는 영화 ,10
스폰지밥3D,영화 재밌었어요 스폰지밥 극장판1보다 볼거리가 많아지고 스토리범위가 넓어져서 좀 더 기억이 많이 나네요 ,10
어벤져스: 엔드게임,별점 더 줄수 없나요....진짜 후속작 만들어줘요ㅠㅠ가지마요 ,10
어벤져스: 엔드게임,ㅜ ㅜ 눈물밖에 안남 ㅜ ㅜ ,10
어벤져스: 엔드게임,사랑해요 로다주 돌아와요 ㅠㅠ ,10
어벤져스: 엔드게임,마블은 3번은 봐야된다 ,10
어벤져스: 엔드게임,그동안 마블의 여러 영화들을 봐 오신 분들이라면 분명 마음에 드실거라 생각합니다. 너무 아쉽지만 재밌고 감동적이네요.. ㅠㅡㅠ ,10
어벤져스: 엔드게임,항상 느끼지만 작가는 위대하다~무에서 유를 창조하는 작가~~~마블에 10년이 이 영화 한편에 다 들어있습니다!!10년간 고생하셨습니다!! ,8
뽀로로 극장판 보물섬 대모험,7살5살 딸들과 봤는데 딸들도 너무재밌게 보고 어른인 저도 재밌고 흥미진진했어요 극장판 뽀로로중에 가장 재밌는것같아요 화면 하나하나 굉장했습니다 감사해요!! ,10
에브리원 세즈 아이 러브 유,"대사처럼 이 이야기를 뮤지컬이 아니면  어떻게 만들겠어! 아니, 우디 앨런같은 이야기꾼이 아니면 누가 만들겠어 ",10
어벤져스: 엔드게임,팬들을위해 보답해주는듯한 느낌을 주는 영화 ,10
어벤져스: 엔드게임,그냥 말이필요없다 ㅜㅜ너무재밌다 ,10
어벤져스: 엔드게임,최고다 마블1세대의 퇴장을 너무 멋지고 감동적으로 만들었다  마지막에 눈물이 나더라 ,10
구타유발자들,제목을 잘못지어 과소평가된 명작 ,10
어벤져스: 엔드게임,아이엠 아이언맨... ,10
어벤져스: 엔드게임,이것은 영화인가 띵작인가... ,10
어벤져스: 엔드게임,3시간 너무빨리가서 아쉽..!! ,10
어벤져스: 엔드게임,더이상  마블에서 이 영화 이상의 대작을 만들수있을지가 궁금하네... 역사남을 미친히어로영화라서 ,10
어벤져스: 엔드게임,"잘가요 1세대 영웅들,. ",10
어벤져스: 엔드게임,유치한 애들 영화. ㅉㅉ ,1
어벤져스: 엔드게임,그냥 기분이 묘하다...안녕 아이언맨 ,10
어벤져스: 엔드게임,2번 봤습니다. 명작 맞습니다. ,10
어벤져스: 엔드게임,진짜 마지막 전투 등장신은 역대 영화사에 길이 남을 거 같다... 아이언맨 개슬퍼 ㅠㅠㅠ ,10
어벤져스: 엔드게임,마블 영화에 10년의 역사를 되돌아 본 영화!땡큐~! ,10
어벤져스: 엔드게임,어벤저스 어셈블!!! ,10
어벤져스: 엔드게임,양자역학으로 어벤져스 보기전으로 돌아가고싶다 ,10
어벤져스: 엔드게임,진짜 미쳤고 또 미쳤다ㅜ 두번더보겠습니다펑펑울었네아주 ,10
"색, 계",여자라면 아니 한번이라도 진정한 사랑을 해본 사람이라면 이해가 갈것이다. 내가 탕웨이였다면 난 어떤선택을 했을까. 마지막 탕웨이의 슬픈미소. 그 마음을 알것같다. 비극적인 사랑이다 ,10
어벤져스: 엔드게임,확실히 10점 정도는 아님 마지막인데 아쉽긴 함..ㅜ ,7
어벤져스: 엔드게임,"완전감동,눈물..너무잘봤어요! ",10
어벤져스: 엔드게임,멋진 마블영화 한편 추가요~~~^^♡♡ ,10
어벤져스: 엔드게임,너무너무너무너무재밌게 잘봤습니다 ,10
어벤져스: 엔드게임,마블과의 10년을 돌아보면서 내가 그동안 살았던 10년을 돌아보고 추억했다. 진짜 마블영화 다 챙겨본 사람으로서 그냥 감동이었다는 말밖엔 안나옴 ,10
어벤져스: 엔드게임,"10년간의 대장정, 완벽한 마침표 ",10
아이언맨,전설의시작 mcu를 수면위로끌어올린 로다주 그대에게 찬사를보냅니다 ,10
어벤져스: 엔드게임,고맙다 이런영화를 볼수있어서 ,10
어벤져스: 엔드게임,캡틴이 어벤져스 어쌤블 외치고 타노스 군단 어벤져스 군단 맞장뜰때 진짜 개멋짐 소름 역대급 비쥬얼 ,10
지금 만나러 갑니다,한약을 정말 조심해야겠다 싶었습니다 ㅎㅎ ,10
어벤져스: 엔드게임,너무너무재밌유우유ㅠ ,10
어벤져스: 엔드게임,정말 존경스럽다 경주 롯데에서 관람 ,10
아이언맨,3000만큼 사랑해! ,10
어벤져스: 엔드게임,I am Iron Man. ,10
어벤져스: 엔드게임,님들 그루트 죽나여 안죽나여? ,10
유혹의 계절,빠른 전개와 장면 전환으로 몰입도를 높이는 좋은 연출 ,9
어벤져스: 엔드게임,진짜 사랑합니다 어벤져스 ,10
어벤져스: 엔드게임,감동그자체를보았다~ ,10
어벤져스: 엔드게임,3시간도 짧게 느껴졌음 ,10
어벤져스: 엔드게임,만.족. 그저 만.족!! ,10
더 길티,작품은 괜찮은데 썩 재미있진 않음. ,7
어벤져스: 엔드게임,개쩔어요 진짜... 방금 보고 나왔는데 눈이 부어있음....ㅠㅠ 3000만큼 사랑해요 마블 내가 살아있는 한 영화 계속 내줘요♥?♥?♥?♥? ,10
어벤져스: 엔드게임,마블 처음 보는데 정말 재밌습니다 ,10
어벤져스: 엔드게임,다시는 이런 영화를 못볼생각에 슬프구낭 ,10
어벤져스: 엔드게임,마블 뿐 아니라 역대 최고의 SF 영화! ,10
어벤져스: 엔드게임,아기거미 귀여웡♥♥♥ ,10
어벤져스: 엔드게임,굳!!!초이스!!짱 ,10
어벤져스: 엔드게임,혼자서 타노스 군단과 당당하 맞짱 뜰려고하던 그 모습에 지렸다..존멋  그리고 아이언맨 알라뷰 ,9
어벤져스: 엔드게임,단연최고입니다..^^♡ ,10
어벤져스: 엔드게임,왠지 슬픔이 밀려오내요! 이제 뭘 기다리나? ,10
어벤져스: 엔드게임,이기적인 갱집단 어벤져스와 개인의 욕심이 아닌 우주의 평화를 위해 스스로를 헌신하는 타노스... 당신이 진정한 히어로... 배신자 캡틴 때문에 6점줍니다. 당신은 대체... ,6
어벤져스: 엔드게임,이건 미쳤다 정말 최고다 ,10
어벤져스: 엔드게임,님들 이거 슬픈영화에요..ㅠ ,10
돈,솔직히말할께.영화 볼만하다 ,8
노팅 힐,아하 감자 감자 왕감자 정말 정말 좋아요 ,1
어벤져스: 엔드게임,"10년의 역사,  21편의  클라이막스 !!! 재미, 감동 다좋은데,  너무 나열식에 마지막 하나로의 합체 시간 잘가는 오락용 영화로써는  캡짱,  킹왕짱 . 좀더 꽉짜인 구성 속에 톱니바퀴 처럼 착착 돌아가는 스토리가 좀 아쉽내요. ",10
어벤져스: 엔드게임,한시간은 졸리고그 이후 두시간은 졸잼^_^꼭 보셈' 근데 두번은 힘듦 ㅜㅜ ,10
어벤져스: 엔드게임,울지마라 영화보다가 울번햇다 ㅠㅠ ,10
브레이킹 던 part1,제이콥 정신차려... ,6
프랑켄슈타인,ㄹㅇ빼지 말아야 할 건 다 뺐네 그냥 모티프만 따왔다고 하지 왜 원작 플롯을 갖추려고 하는지 설득력 1도 없다 그래서 효과적인 건 하나도 없음 괴물을 너무 쓰레기로 만들어버림 원작 훼손 너무 심하다 여기 사람들 소설 읽고 본 건 맞아?왜케 점수가 후해 ,1
어벤져스: 엔드게임,최고의영화 그이상은생략 ,10
어벤져스: 엔드게임,역대급 최고의 영화네요 ,10
어벤져스: 엔드게임,진짜 두번 세번 보세요ㅠㅠㅠ3편에서 못갈아 넣은 마블의 혼을 갈아 넣었습니다 여러분!!! ,10
어벤져스: 엔드게임,ㅎㅎㅎㅎ재밋게보았습니다 ,8
어벤져스: 엔드게임,하OO 최고다 쥐새끼가 세상을 구한다 ,10
어벤져스: 엔드게임,치즈버거가 그렇게 슬픈 단어인줄... ,10
어벤져스: 엔드게임,스로리를 대박에 자연스럽게 주르륵 ,10
어벤져스: 엔드게임,완벽한마무리 2회차잘봤습니다 ,10
어벤져스: 엔드게임,토르님 알럽~ 야채만 드시길 바라며... ,10
어벤져스: 엔드게임,허무맹랑한 sf얘기를 보석을 훔치는 도둑일당들의 케이퍼무비로 맛깔나게 잘 버무림. 스칼렛 요한슨은 어떤 연기를 시켜도 잘하네. ,8
어벤져스: 엔드게임,대미를 장식하는 작품. 끝내줘요 ,10
어벤져스: 엔드게임,마지막 명장면들 다시또한번 보고싶습니다. ,10
어벤져스: 엔드게임,마지막 전투씬은 진짜 압권 ,10
어벤져스: 엔드게임,하루 종일이라도 볼 수 있어 ,10
어벤져스: 엔드게임,ㅈㄴ 재밌음 ㄹㅇ 액션 미쳤고 대박임 무조건 보셈 2번보셈 3번보셈 ,10
어벤져스: 엔드게임,안녕 내 20대의 추억... ,10
어벤져스: 엔드게임,"인피니티 워와 비교하면 내용 전반부 쇼킹 중반부 조금지루  후반부 인피니티 워와 비슷함  액션은 인피니티워 10점이면 엔드게임은 6,7점대 너무액션이 적음 연출촬영 다좋음 단지 인피니티의 결과에 대한 해결방법이 다 예상된부분이 아쉬움 그래도 꼭 보세요 ",8
겜블,싸게싸게 만드는 에상가능한 사이즈 ,1
내 이야기!!,티비서해줘서 봤는데 졸잼ㅋㅋㅋ반전있어서 더 재밌음 좋아하는사람이 ,10
어벤져스: 엔드게임,의리상봣지만 솔직히 10점만큼재밋지도않음 ,6
어벤져스: 엔드게임,"마블스 스튜디오의 10년간의 역사를 마무리짓고 새롭게 나아가는 터닝 포인트를 잘 보여주는 행복하고 감동적인 영화이며, 감히 최고라고 말하고 싶습니다. ",10
어벤져스: 엔드게임,"10여년간 함께한 익숙한 히어로들과의 작별은 아쉽지만, 최고의 작별로 그려줌에 감사합니다. ",10
어벤져스: 엔드게임,마블 영화에서 울컥 하는 올라옴이 세번이나 오게 될줄이야.. ,10
어벤져스: 엔드게임,마블 최고의 영화.... 아임~~아이언 맨! ,10
어벤져스: 엔드게임,단 하나의 목표를 위해 서로 믿고 의지하고 희생하는 진정한 히오로스들이네요 우리도 히어로가 됩시다 ,10
어벤져스: 엔드게임,잘가요 어벤져스 그동안 즐거웠어요 ㅠㅠ ,10
어벤져스: 엔드게임,1점도 아깝.... 아이맥스로 인간극장 보고왔네 ,1
베리드,"폰 배터리가 세 칸이었다가 한 칸이었가 마시는 건 술인가 물인가 술이 어지간해서 불이 붙나 옥의 티 투성이라 점수 팍... 뭐 옛날 영화니까, 재미는 있고 몰입은 됨, 그리고 내가 좋아하는 명불허전 라이언. ",6
어벤져스: 엔드게임,10년간의 마블 역사를 보여주는 영화 ,8
어벤져스: 엔드게임,마블 사랑합니다 감사합니다 ,10
드라큐라,이 원작은 수명이 다 됐다. ,1
어벤져스: 엔드게임,초반 약간 지루한감 있어 1점 뺍니다.그것 빼곤good ,9
어벤져스: 엔드게임,이제껏 마블시리즈를 즐겨온 보람을 느끼게 해주는 영화! ,10
어벤져스: 엔드게임,방금 보고왔는데 멍하네요.잔잔한 감동과 함께 10년의 추억을 남긴 영화네요. ,10
어벤져스: 엔드게임,꿀잼이였음ㅋㅋㅋ 앞부분 알아야함 ,8
어벤져스: 엔드게임,1시간같은 3시간이었다. ,8
어벤져스: 엔드게임,내 인생영화 또보고싶다 ,10
어벤져스: 엔드게임,내 인생영화 또보고싶다 ,10
어벤져스: 엔드게임,별이왜 10개밖에 없누 ,10
어벤져스: 엔드게임,무슨 말이 더 필요하냐.. 진짜 마블 10년 영화제작 노하우의 집대성이고 모든 스토리의 완결인데.. 슬픈영화가 아닌데 보면서 눈물이 나더라.. 진짜 원년 멤버들을 더이상 못본다는게 정말 안타깝다.. 별점 10개도 모자르다.. ,10
어벤져스: 엔드게임,좋아용너무 재미미미미졌용 ,8
어벤져스: 엔드게임,씹노잼 이해가안간다ㅠㅠ ,1
조류인간,"믿고 거르게 만드는 이름, 신연식 ",1
어벤져스: 엔드게임,나름 즐겁게 봤어요 ㅋㅋ ,8
어벤져스: 엔드게임,그렇게 영화 본 티를 내고 싶냐 ㅋ 호구 쉐이들..그놈의 마블이 뭐라고  영상자료워 가서 격조 있는 영화를 봐라 무료다 ,2
캡틴 마블,사무엘잭슨은 정말 명배우다~ ,9
어벤져스: 엔드게임,두번볼꺼다 세번볼꺼다 마블뽀에버 ,10
젠틀맨 리그,의외로 기대이하였던 영화 ,5
앵그리버드 더 무비,캐릭터만으로는 10점 ,5
어벤져스: 엔드게임,짱재밌어요옹!!!!~ ,10
어벤져스: 엔드게임,쟈밌어요 꼭 보시길바러요 진짜루 ,10
어벤져스: 엔드게임,"3,000만큼 사랑해 ",10
어벤져스: 엔드게임,살면서 마블영화는 내 인생영화였다 ,10
어벤져스: 엔드게임,avengerd assemble ,10
어벤져스: 엔드게임,기대만큼 재밌었다 역시 마블 ,10
어벤져스: 엔드게임,어벤져스 팬심 끼고보면 9점 안끼고객관적으로 보면 7점  평균 8점 ,8
어벤져스: 엔드게임,마블 이렇게좋은 영화 감사합니다!!! ,10
어벤져스: 엔드게임,I don't think I'll <3 ,10
어벤져스: 엔드게임,마블제작자들 가둬놓고 어벤져스만 만들게하고싶다 ,10
어벤져스: 엔드게임,내 영웅이 없어지는 느낌이라 눙물파티ㅜㅜㅜ 덕분에 행복했습니다 어벤져스 ! ,10
어벤져스: 엔드게임,마블 팬들에겐 감동의 3시간 마무리. ㅠㅠ ,10
어벤져스: 엔드게임,유머가 부족해서 아쉬웠지만 전반적으로 웰메이드.  힘있는 자가 잘못된 신념을 가지면 얼마나 골치 아파지는지 타노스를 볼때마다 느낌. ,8
어벤져스: 엔드게임,멋진영화 3시간이지루하지않았어요. ,10
어벤져스: 엔드게임,어벤져스 중심 두 영웅의 서글픈 퇴장!!! ,8
뺑반,진짜 별도아깝다 이걸왜보냐 ,1
어벤져스: 엔드게임,떡밥회수가 역대급인듯.정말 마블의 저력에 존경을 표합니다~ ,9
어벤져스: 엔드게임,3초같은 3시간.. 3시간동안 입틀막 하고 봄 .. 내리기전에 네반정도 봐야한다 이영화는 ,10
어벤져스: 엔드게임,말이 필요 없다.. 어벤져스 ,10
어벤져스: 엔드게임,"완전히 고결해지는 캡틴, 아름답게 마무리되는 인생 ",10
어벤져스: 엔드게임,"내 청춘이 담긴 영화,, 사랑합니다 ㅠㅠ ",10
어벤져스: 엔드게임,근데 캡틴은 어떻게 망치를 잡나요?뜬금없게 ,10
어벤져스: 엔드게임,너무감동이었어요ㅠㅠ어벤져스 assemble! ,10
어벤져스: 엔드게임,3000만큼 사랑해... ㅠ.ㅠ ,10
브레이킹 던 part2,그래도 해피엔딩이니까 만점 ,10
어벤져스: 엔드게임,쩐다 그냥 진짜재밌네요 액션도 굿 ,10
어벤져스: 엔드게임,3시간이 후딱 지나감 꿀잼 ,10
어벤져스: 엔드게임,이제 다시 볼수 없다니 ... ,10
어벤져스: 엔드게임,미치겠다...ㅠㅠㅠ ,10
